model,dataset,seq_len,pred_len,status,mse,mae,mape,rmse,param_count,forward_active_param_count,inactive_registered_param_count,real_scalar_equivalent,fp32_model_mib,parameter_source,seed,train_seconds,test_elapsed_seconds,inference_seconds,forward_ms_per_sample,test_peak_gpu_mem_mb,source_type,protocol,source_path,published_reference_mse,published_reference_source,notes
SparseTSF,weather,720,720,ok,0.32388249039649963,0.34231430292129517,,0.569106747804,925,,,925,0.003528595,logged_n_param,2026,160.5136,,2.8034,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.318,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,weather,720,720,ok,0.314802885055542,0.3491857945919037,,0.561072976586,23844432,,,23844432,90.959289551,logged_n_param,2026,308.7443,,6.5052,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,weather,720,720,ok,0.34460127353668213,0.35278257727622986,,0.587027489592,219770,,,219770,0.838356018,logged_n_param,2026,71.8493,,2.9816,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,weather,720,720,ok,0.35792896151542664,0.35898298025131226,,0.598271645254,5473488,,,5473488,20.879699707,logged_n_param,2026,112.6274,,4.9813,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,weather,720,720,ok,0.30982255935668945,0.33105552196502686,,0.556617067073,8706256,,,8706256,33.211730957,logged_n_param,2026,1058.1066,,5.214,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.314,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,weather,720,720,ok,0.3176976442337036,0.35638299584388733,,0.563646737091,1038240,,,1038240,3.960571289,logged_n_param,2026,58.8387,,4.554,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.323,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,weather,720,720,ok,0.3257553279399872,0.3463296890258789,,0.570749794516,767,,,1137,0.004337311,logged_n_param,2026,219.8563,,3.3288,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,weather,720,720,ok,0.32080233097076416,0.3350319564342499,,0.566394148072,3900,,,3900,0.014877319,audited_baseline_param_count,2021,578.0,,,,,local_phaseformer_run_summary,standalone held-out test from validation-monitored run summary,baseline_2026_results/phaseformer/run_summary.json,,,Weather/Electricity locked reproduction; MAPE was not persisted.
FreqCycle,weather,720,720,ok,0.31687949421136946,0.3346547821388621,,0.562920504344,405850,220682,185168,405850,1.548194885,audited_registered_and_forward_active_numel,2026,413.3915960788727,,6.498305797576904,,2094.291015625,local_strict_official_reproduction,validation-selected checkpoint; deferred held-out test; sample-weighted metrics,outputs/freqcycle_official/freqcycle_0716v1_results.csv,,,Official-port reproduction; registered count includes an upstream duplicate inactive MLP; MAPE was not persisted.
Compact + Echo,electricity,720,96,ok,0.12729970469853819,0.2228328011579249,,0.356790841669,51746,,,51746,0.197395325,locked_3seed_actual_param_count,"2024,2025,2026",528.8012639681498,,,,289.36376953125,local_compact_echo_locked_3seed_mean,validation-locked production route; three matched seeds; one deferred held-out test per checkpoint,analysis_exp/source_snapshot_0721v1/compact_echo_true9_88cells.csv,,,Production route arm=compact_echo; MAPE was not persisted for this anchor.
TQNet,electricity,720,96,ok,0.14467470347881317,0.2483416646718979,,0.380361280205,3074120,,,3074120,11.726837158,logged_n_param,2026,146.2729,,6.1143,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,electricity,720,96,ok,0.12850621342658997,0.22351469099521637,,0.358477633091,123144,,,123144,0.469757080,logged_n_param,2026,607.8554,,6.1205,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,electricity,720,96,ok,0.1417919546365738,0.2435220330953598,,0.376552724909,37310,,,74620,0.284652710,logged_n_param,2026,654.4165,,6.0757,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.145,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,electricity,720,96,ok,0.13845622539520264,0.232941135764122,,0.372097064481,145,,,145,0.000553131,logged_n_param,2026,1428.7957,,6.1452,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.138,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,electricity,720,96,ok,0.1308007538318634,0.22858230769634247,,0.361663868574,23684064,,,23684064,90.347534180,logged_n_param,2026,5476.6945,,21.8035,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,electricity,720,96,ok,0.14399871230125427,0.2403172254562378,,0.379471622524,950498,,,950498,3.625862122,logged_n_param,2026,634.446,,13.9944,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,electricity,720,96,ok,0.13282805681228638,0.22597725689411163,,0.364455836573,5153376,,,5153376,19.658569336,logged_n_param,2026,682.2558,,7.8449,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,electricity,720,96,ok,0.12943749129772186,0.2245134562253952,,0.35977422267,1517152,,,1517152,5.787475586,logged_n_param,2026,14226.0309,,26.2653,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.129,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,electricity,720,96,ok,0.13266582787036896,0.22931772470474243,,0.364233205337,138432,,,138432,0.528076172,logged_n_param,2026,695.1644,,7.2567,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.140,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,electricity,720,96,ok,0.14968761801719666,0.24483129382133484,,0.386894841032,67,,,85,0.000324249,logged_n_param,2026,1928.6596,,5.9012,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,electricity,720,96,ok,0.1284646838903427,0.22031667828559875,,0.358419703546,3666,,,3666,0.013984680,audited_baseline_param_count,2021,1069.0,,,,,local_phaseformer_run_summary,standalone held-out test from validation-monitored run summary,baseline_2026_results/phaseformer/run_summary.json,,,Weather/Electricity locked reproduction; MAPE was not persisted.
FreqCycle,electricity,720,96,ok,0.12927038924104073,0.2253312169954945,,0.359541915833,306592,201920,104672,306592,1.169555664,audited_registered_and_forward_active_numel,2026,7869.110192537308,,8.861724138259888,,20642.837890625,local_strict_official_reproduction,validation-selected checkpoint; deferred held-out test; sample-weighted metrics,outputs/freqcycle_official/freqcycle_0716v1_results.csv,,,Official-port reproduction; registered count includes an upstream duplicate inactive MLP; MAPE was not persisted.
Compact + Echo,electricity,720,192,ok,0.1448570644745957,0.23897098704736786,2.2971973938056442,0.380600925478,86754,,,86754,0.330940247,locked_3seed_actual_param_count,"2024,2025,2026",366.4107747077942,,,,342.64306640625,local_compact_echo_locked_3seed_mean,validation-locked production route; three matched seeds; one deferred held-out test per checkpoint,analysis_exp/source_snapshot_0721v1/compact_echo_true9_88cells.csv,,,Production route arm=asy1_echo_fallback; MAPE was streamed during the 0717v2 completion.
TQNet,electricity,720,192,ok,0.16448409855365753,0.26711681485176086,,0.405566392288,3123368,,,3123368,11.914703369,logged_n_param,2026,161.8721,,7.0584,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,electricity,720,192,ok,0.14343416690826416,0.23733901977539062,,0.378727034826,192360,,,192360,0.733795166,logged_n_param,2026,719.3115,,6.9592,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,electricity,720,192,ok,0.15625900030136108,0.25583693385124207,,0.395296091938,41678,,,83356,0.317977905,logged_n_param,2026,759.3952,,7.0366,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.159,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,electricity,720,192,ok,0.15109550952911377,0.24496491253376007,,0.388710058436,265,,,265,0.001010895,logged_n_param,2026,1010.2266,,6.7802,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.151,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,electricity,720,192,ok,0.14679290354251862,0.24324969947338104,,0.3831356203,23708736,,,23708736,90.441650391,logged_n_param,2026,5519.2953,,22.1125,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,electricity,720,192,ok,0.17773137986660004,0.2707023620605469,,0.421581996611,999746,,,999746,3.813728333,logged_n_param,2026,589.2153,,14.4385,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,electricity,720,192,ok,0.15493518114089966,0.2506368160247803,,0.393618065059,5202624,,,5202624,19.846435547,logged_n_param,2026,390.1227,,8.6356,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,electricity,720,192,ok,0.1477529202861975,0.24192687479228522,2.4372759612180137,0.384386420528,2623171,,,2623171,10.006603241,0716v2_audited_param_count,2026,6412.909605979919,,26.00776481628418,3.9869428983975688,4892.7998046875,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,0.149,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
DLinear,electricity,720,192,ok,0.14708736538887024,0.24335002899169922,,0.38351970665,276864,,,276864,1.056152344,logged_n_param,2026,796.0102,,8.0496,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.153,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,electricity,720,192,ok,0.16276034712791443,0.25682908296585083,,0.403435679047,87,,,113,0.000431061,logged_n_param,2026,1868.502,,6.6848,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,electricity,720,192,ok,0.14652885496616364,0.23618851602077484,,0.382790876284,273160,,,273160,1.042022705,audited_baseline_param_count,2021,694.0,,,,,local_phaseformer_run_summary,standalone held-out test from validation-monitored run summary,baseline_2026_results/phaseformer/run_summary.json,,,Weather/Electricity locked reproduction; MAPE was not persisted.
FreqCycle,electricity,720,192,ok,0.14684333855435916,0.24185368723943326,,0.383201433393,331360,214304,117056,331360,1.264038086,audited_registered_and_forward_active_numel,2026,7804.468821763992,,8.283982753753662,,20675.0732421875,local_strict_official_reproduction,validation-selected checkpoint; deferred held-out test; sample-weighted metrics,outputs/freqcycle_official/freqcycle_0716v1_results.csv,,,Official-port reproduction; registered count includes an upstream duplicate inactive MLP; MAPE was not persisted.
Compact + Echo,electricity,720,336,ok,0.16067349444387086,0.25599924141940406,2.384322469956831,0.400840983987,95970,,,95970,0.366096497,locked_3seed_actual_param_count,"2024,2025,2026",558.3656053543091,,,,416.072265625,local_compact_echo_locked_3seed_mean,validation-locked production route; three matched seeds; one deferred held-out test per checkpoint,analysis_exp/source_snapshot_0721v1/compact_echo_true9_88cells.csv,,,Production route arm=asy1_echo_fallback; MAPE was streamed during the 0717v2 completion.
TQNet,electricity,720,336,ok,0.16995851695537567,0.26740190386772156,,0.412260253912,3197240,,,3197240,12.196502686,logged_n_param,2026,951.5371,,8.6307,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,electricity,720,336,ok,0.15949472784996033,0.25424695014953613,,0.399367910391,296184,,,296184,1.129852295,logged_n_param,2026,826.0607,,8.6424,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,electricity,720,336,ok,0.1719021499156952,0.2712532579898834,,0.414610841532,48230,,,96460,0.367965698,logged_n_param,2026,922.482,,9.0188,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.175,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,electricity,720,336,ok,0.16615964472293854,0.2602103054523468,,0.407626844949,445,,,445,0.001697540,logged_n_param,2026,941.5456,,8.4088,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.166,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,electricity,720,336,ok,0.16752952756658823,0.2641076453141484,2.250508886281541,0.409303710668,23745744,,,23745744,90.582824707,0716v2_audited_param_count,2026,4787.111626148224,,29.843562364578247,3.4189422659311197,921.251953125,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,,,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
FilterNet,electricity,720,336,ok,0.18075284361839294,0.2803776264190674,,0.425150377653,1073618,,,1073618,4.095527649,logged_n_param,2026,553.2652,,16.1284,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,electricity,720,336,ok,0.16701781749725342,0.2634674906730652,,0.408678134352,5276496,,,5276496,20.128234863,logged_n_param,2026,627.7835,,10.3084,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,electricity,720,336,ok,0.17117235886166063,0.26895248218978174,2.386073412514553,0.413729813842,4282195,,,4282195,16.335277557,0716v2_audited_param_count,2026,3216.7909531593323,,25.65548038482666,4.019883339893697,4905.71142578125,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,0.166,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
DLinear,electricity,720,336,ok,0.1623198390007019,0.26039621233940125,,0.402889363226,484512,,,484512,1.848266602,logged_n_param,2026,738.1087,,9.6013,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.169,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,electricity,720,336,ok,0.1780269891023636,0.27206236124038696,,0.421932446136,111,,,149,0.000568390,logged_n_param,2026,1485.0734,,8.2369,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,electricity,720,336,ok,0.16611619293689728,0.2581985294818878,,0.40757354298,3756,,,3756,0.014328003,audited_baseline_param_count,2021,1268.0,,,,,local_phaseformer_run_summary,standalone held-out test from validation-monitored run summary,baseline_2026_results/phaseformer/run_summary.json,,,Weather/Electricity locked reproduction; MAPE was not persisted.
FreqCycle,electricity,720,336,ok,0.1628172531162216,0.2592874377356357,,0.403506199601,368512,232880,135632,368512,1.405761719,audited_registered_and_forward_active_numel,2026,7820.048203468323,,9.131070375442505,,20718.66064453125,local_strict_official_reproduction,validation-selected checkpoint; deferred held-out test; sample-weighted metrics,outputs/freqcycle_official/freqcycle_0716v1_results.csv,,,Official-port reproduction; registered count includes an upstream duplicate inactive MLP; MAPE was not persisted.
Compact + Echo,electricity,720,720,ok,0.1950067217112771,0.2862778513812786,,0.44159565409,67042,,,67042,0.255744934,locked_3seed_actual_param_count,"2024,2025,2026",873.1838774681091,,,,601.97509765625,local_compact_echo_locked_3seed_mean,validation-locked production route; three matched seeds; one deferred held-out test per checkpoint,analysis_exp/source_snapshot_0721v1/compact_echo_true9_88cells.csv,,,Production route arm=compact_echo; MAPE was not persisted for this anchor.
TQNet,electricity,720,720,ok,0.22622038424015045,0.3212098777294159,,0.475626307347,3394232,,,3394232,12.947967529,logged_n_param,2026,243.5633,,12.6744,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,electricity,720,720,ok,0.19765573740005493,0.28780966997146606,,0.444584904602,573048,,,573048,2.186004639,logged_n_param,2026,879.8529,,11.2352,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,electricity,720,720,ok,0.210378497838974,0.3027832508087158,,0.458670358579,65884,,,131768,0.502655029,logged_n_param,2026,1361.8607,,13.6397,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.212,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,electricity,720,720,ok,0.2052305042743683,0.2943643033504486,,0.45302373478,925,,,925,0.003528595,logged_n_param,2026,1525.082,,11.8026,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.205,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,electricity,720,720,ok,0.19934892654418945,0.2982920706272125,,0.446485079867,23844432,,,23844432,90.959289551,logged_n_param,2026,5592.7711,,27.0206,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,electricity,720,720,ok,0.20664073526859283,0.302337110042572,,0.454577534936,1270610,,,1270610,4.846992493,logged_n_param,2026,651.6808,,20.8149,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,electricity,720,720,ok,0.18633435666561127,0.279984712600708,,0.431664634486,5473488,,,5473488,20.879699707,logged_n_param,2026,895.6228,,15.2271,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,electricity,720,720,ok,0.19847363233566284,0.291259765625,,0.445503796096,8706256,,,8706256,33.211730957,logged_n_param,2026,11879.6657,,32.1213,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.210,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,electricity,720,720,ok,0.1963992714881897,0.29348278045654297,,0.443169574191,1038240,,,1038240,3.960571289,logged_n_param,2026,968.3016,,14.1771,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.204,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,electricity,720,720,ok,0.21711865067481995,0.3046438992023468,,0.465959923893,167,,,237,0.000904083,logged_n_param,2026,2312.361,,11.2346,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,electricity,720,720,ok,0.19881898164749146,0.28455981612205505,,0.445891221765,275998,,,275998,1.052848816,audited_baseline_param_count,2021,884.0,,,,,local_phaseformer_run_summary,standalone held-out test from validation-monitored run summary,baseline_2026_results/phaseformer/run_summary.json,,,Weather/Electricity locked reproduction; MAPE was not persisted.
FreqCycle,electricity,720,720,ok,0.1985804229374034,0.2920381553182481,,0.445623633729,467584,282416,185168,467584,1.783691406,audited_registered_and_forward_active_numel,2026,7738.20201086998,,9.635351419448853,,20839.9765625,local_strict_official_reproduction,validation-selected checkpoint; deferred held-out test; sample-weighted metrics,outputs/freqcycle_official/freqcycle_0716v1_results.csv,,,Official-port reproduction; registered count includes an upstream duplicate inactive MLP; MAPE was not persisted.
Compact + Echo,traffic,720,96,ok,0.3791753737633433,0.2632737343698492,2.9788650032006627,0.615772176834,20442,,,20442,0.077980042,locked_3seed_actual_param_count,"2024,2025,2026",753.6695291996002,,,,742.7265625,local_compact_echo_locked_3seed_mean,validation-locked production route; three matched seeds; one deferred held-out test per checkpoint,analysis_exp/source_snapshot_0721v1/compact_echo_true9_88cells.csv,,,Production route arm=true_compact_echo; MAPE was streamed during the 0717v2 completion.
TQNet,traffic,720,96,ok,0.4005686640739441,0.29737457633018494,,0.632904940788,3165008,,,3165008,12.073547363,logged_n_param,2026,269.5086,,11.0113,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,traffic,720,96,ok,0.38230055570602417,0.2670319080352783,,0.618304581663,214032,,,214032,0.816467285,logged_n_param,2026,822.274,,9.0682,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,traffic,720,96,ok,0.39359763264656067,0.27951163053512573,,0.62737359894,37310,,,74620,0.284652710,logged_n_param,2026,1111.7551,,10.0936,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.398,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,traffic,720,96,ok,0.3893495500087738,0.26749545335769653,,0.623978805737,145,,,145,0.000553131,logged_n_param,2026,752.0784,,9.7043,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.389,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,traffic,720,96,ok,0.4316761123883106,0.33563776035383736,3.7843704491133714,0.657020633153,23684064,,,23684064,90.347534180,0716v2_audited_param_count,2026,1843.8976593017578,,38.691593647003174,7.879530442586628,2254.31494140625,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,,,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
FilterNet,traffic,720,96,ok,0.3535124659538269,0.25975045561790466,,0.594569143123,476956,,,476956,1.819442749,logged_n_param,2026,780.6995,,10.1722,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,traffic,720,96,ok,0.3475149869918823,0.2503238916397095,,0.589504017791,6731360,,,6731360,25.678100586,logged_n_param,2026,1063.8996,,12.4348,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,traffic,720,96,ok,0.3609218682395258,0.24901274929134723,2.614323987477308,0.600767732355,1517155,,,1517155,5.787487030,0716v2_audited_param_count,2026,11554.696013212204,,47.092451095581055,10.990787620298454,3291.24951171875,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,0.366,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
DLinear,traffic,720,96,ok,0.42375263571739197,0.32832929491996765,,0.650962852794,138432,,,138432,0.528076172,logged_n_param,2026,226.7471,,9.9208,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.413,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,traffic,720,96,ok,0.40646788477897644,0.2813977599143982,,0.63754833917,67,,,85,0.000324249,logged_n_param,2026,3382.9919,,9.3707,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,traffic,720,96,ok,0.36367650116627165,0.23251590090348803,2.1330467189703795,0.603055968519,37154,,,37154,0.141731262,0716v2_audited_param_count,2021,1339.9303200244904,,9.310868501663208,0.650537432215883,208.63427734375,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,,,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
FreqCycle,traffic,720,96,ok,0.4007659190399519,0.26944406975185897,2.8709466163495367,0.63306075462,397480,292808,104672,397480,1.516265869,0716v2_audited_param_count,2026,14010.180530548096,,14.190381526947021,2.0309177904321305,3495.1845703125,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,,,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
Compact + Echo,traffic,720,192,ok,0.3947116324019857,0.27010288866242227,3.0346328984915076,0.62826079967,22810,,,22810,0.087013245,locked_3seed_actual_param_count,"2024,2025,2026",859.9880612691244,,,,843.89599609375,local_compact_echo_locked_3seed_mean,validation-locked production route; three matched seeds; one deferred held-out test per checkpoint,analysis_exp/source_snapshot_0721v1/compact_echo_true9_88cells.csv,,,Production route arm=true_compact_echo; MAPE was streamed during the 0717v2 completion.
TQNet,traffic,720,192,ok,0.4207238256931305,0.307436466217041,,0.648632273089,3214256,,,3214256,12.261413574,logged_n_param,2026,292.995,,12.9132,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,traffic,720,192,ok,0.3943370282649994,0.27327027916908264,,0.627962601008,283248,,,283248,1.080505371,logged_n_param,2026,1072.1829,,11.2397,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,,,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,traffic,720,192,ok,0.4043581187725067,0.282828152179718,,0.63589159357,41678,,,83356,0.317977905,logged_n_param,2026,1405.7303,,12.0228,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,0.409,SparseTSF paper Tables 10-11 (transcribed in RESULTS.md),Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
