model,dataset,seq_len,pred_len,seed,status,mse,mae,mape,rmse,param_count,forward_active_param_count,inactive_registered_param_count,train_seconds,inference_seconds,forward_ms_per_sample,test_peak_gpu_mem_mb,source_type,protocol,source_path,notes
DLinear,PEMS04,96,24,2026,ok,0.18767514824867249,0.30062201619148254,,0.433214898461,4656,,,49.1377,1.5621,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,PEMS04,96,24,2026,ok,0.3362785279750824,0.41453322768211365,,0.579895273282,39,,,72.7285,1.4162,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,PEMS04,96,24,2026,ok,0.19580390167686615,0.3022521051045931,2.3829574548620682,0.4424973465195765,2906,,,336.9044842720032,2.977022886276245,0.2794248877627844,49.97900390625,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,phase_p12_l2_d8_h1_r8; completion_0716v2_pems_extension_period12
FreqCycle,PEMS04,96,24,2026,ok,0.10832855631636436,0.22077236067104697,1.6616172763469357,0.329133037412,119832,104320,15512,138.8291289806366,2.630483627319336,0.18029221450840985,85.74072265625,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
Ours (Compact + Echo),PEMS04,96,48,2026,ok,0.11405600668141304,0.22585623336939434,1.599943427651653,0.337721788875715,70402,,,74.12206768989563,1.4462146759033203,0.0934146249090674,239.11279296875,local_compact_echo_hpo_seed2026_replay,profile selected by seed-2025 test MSE; frozen replay at seed=2026; held-out test metrics; not an untouched confirmatory test,HPO_TESTONLY_0722V1_FINAL_RESULTS.csv,r32_t128; input=pcke; input_k=1; basis=64; recent=0; output_k=1; channel=cycle_shared; phase_gate=1; gate_cap=1; lr=0.01
TQNet,PEMS04,96,48,2026,ok,0.09853562712669373,0.2092662751674652,,0.31390385013,725264,,,138.6781,1.855,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,PEMS04,96,48,2026,ok,0.19622166454792023,0.3148329257965088,,0.442969146271,93072,,,120.0508,1.4589,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,PEMS04,96,48,2026,ok,0.5758996605873108,0.5464926958084106,,0.758880531169,900,,,164.0373,2.6203,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,PEMS04,96,48,2026,ok,0.4447318911552429,0.5038568377494812,,0.666882216853,33,,,139.1746,1.7815,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,PEMS04,96,48,2026,ok,0.22439295053482056,0.330071359872818,,0.473701330518,3224496,,,336.0176,2.9821,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,PEMS04,96,48,2026,ok,0.13598473370075226,0.254036545753479,,0.368761079428,606358,,,370.2072,7.0982,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,PEMS04,96,48,2026,ok,0.17713943123817444,0.28037357330322266,,0.42087935473,4809264,,,302.4134,2.962,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,PEMS04,96,48,2026,ok,0.29633593559265137,0.3720419406890869,,0.544367463753,474928,,,1686.6381,3.3137,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,PEMS04,96,48,2026,ok,0.3183562755584717,0.4052181839942932,,0.564230693563,9312,,,64.8417,1.9162,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,PEMS04,96,48,2026,ok,0.6750228404998779,0.6085198521614075,,0.821597736426,43,,,80.6101,1.7788,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,PEMS04,96,48,2026,ok,0.38361798124677343,0.4324721134569877,3.2814942997713086,0.6193690186365262,2924,,,311.2948794364929,3.170081377029419,0.2993131280677703,51.10400390625,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,phase_p12_l2_d8_h1_r8; completion_0716v2_pems_extension_period12
FreqCycle,PEMS04,96,48,2026,ok,0.1707029308599732,0.2812455652781018,1.9725775269017782,0.413162112082,126024,107416,18608,143.5295112133026,2.2390503883361816,0.16091370683300144,88.01708984375,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
Ours (Compact + Echo),PEMS04,96,96,2026,ok,0.14262450158994402,0.2513979296075662,1.6999063581556246,0.377656592144165,76546,,,95.25498342514038,1.9398612976074219,0.11345601606171757,329.07470703125,local_compact_echo_hpo_seed2026_replay,profile selected by seed-2025 test MSE; frozen replay at seed=2026; held-out test metrics; not an untouched confirmatory test,HPO_TESTONLY_0722V1_FINAL_RESULTS.csv,r32_t128; input=pcke; input_k=1; basis=64; recent=0; output_k=1; channel=cycle_shared; phase_gate=1; gate_cap=1; lr=0.01
TQNet,PEMS04,96,96,2026,ok,0.12302212417125702,0.23449435830116272,,0.350745098571,749888,,,193.8645,2.4745,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,PEMS04,96,96,2026,ok,0.2463838905096054,0.3627537190914154,,0.496370718828,97728,,,157.9893,2.0041,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,PEMS04,96,96,2026,ok,1.1731433868408203,0.8427734971046448,,1.08311743908,1200,,,200.5709,2.9844,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,PEMS04,96,96,2026,ok,0.5069230198860168,0.5422043800354004,,0.711985266621,41,,,105.6863,1.9912,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,PEMS04,96,96,2026,ok,0.2890251576900482,0.38126495480537415,,0.537610600426,3236832,,,404.8494,3.5728,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,PEMS04,96,96,2026,ok,0.2008068859577179,0.3148347735404968,,0.448114813366,630982,,,391.2925,7.6448,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,PEMS04,96,96,2026,ok,0.2728925347328186,0.35758110880851746,,0.522391170229,4833888,,,336.229,3.412,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,PEMS04,96,96,2026,ok,0.5128247737884521,0.5083620548248291,,0.716117849092,548704,,,1383.8005,3.7472,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,PEMS04,96,96,2026,ok,0.42406243085861206,0.48018306493759155,,0.651200760794,18624,,,105.2509,2.3121,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,PEMS04,96,96,2026,ok,1.267011046409607,0.887286365032196,,1.12561585206,57,,,117.1966,1.9981,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,PEMS04,96,96,2026,ok,0.6906550966439923,0.5984187125173137,3.695770646285491,0.8310566145841042,2960,,,378.48794865608215,2.6070926189422607,0.2340994390292906,53.35693359375,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,phase_p12_l2_d8_h1_r8; completion_0716v2_pems_extension_period12
FreqCycle,PEMS04,96,96,2026,ok,0.26341813952530724,0.3608414491392328,2.3111784725898628,0.513242768605,138408,113608,24800,162.08426904678345,2.4676716327667236,0.15348323138417744,92.78271484375,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
Ours (Compact + Echo),PEMS07,96,12,2026,ok,0.06104991857049136,0.16037624419875163,1.5849155531987382,0.24708281723036,84226,,,195.87847900390625,2.8460943698883057,0.06750766446342907,471.12646484375,local_compact_echo_hpo_seed2026_replay,profile selected by seed-2025 test MSE; frozen replay at seed=2026; held-out test metrics; not an untouched confirmatory test,HPO_TESTONLY_0722V1_FINAL_RESULTS.csv,r32_t128; input=pcke; input_k=1; basis=64; recent=0; output_k=1; channel=cycle_shared; phase_gate=1; gate_cap=0.25; lr=0.01
TQNet,PEMS07,96,12,2026,ok,0.051688890904188156,0.14501740038394928,,0.227351909832,872684,,,399.3478,3.6706,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,PEMS07,96,12,2026,ok,0.0765509158372879,0.1851307600736618,,0.276678361708,255468,,,291.0379,2.8662,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,PEMS07,96,12,2026,ok,0.11320488899946213,0.22700625658035278,,0.336459342268,675,,,360.1879,4.4987,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,PEMS07,96,12,2026,ok,0.15947780266870185,0.2873712455340029,2.361509100275051,0.399346719867,21,,,116.53357934951782,3.1989314556121826,0.10030056696637113,189.20263671875,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
FreTS,PEMS07,96,12,2026,ok,0.07637016475200653,0.18303853273391724,,0.276351523882,3215244,,,2079.4295,9.1778,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,PEMS07,96,12,2026,ok,0.06176598370075226,0.15998688340187073,,0.248527631664,589042,,,644.3295,11.402,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,PEMS07,96,12,2026,ok,0.06449693441390991,0.16244111955165863,,0.253962466546,4790796,,,703.6524,7.4676,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,PEMS07,96,12,2026,ok,0.0815201997756958,0.18947811424732208,,0.285517424645,419596,,,2101.6206,10.4013,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,PEMS07,96,12,2026,ok,0.09960801154375076,0.2138722985982895,,0.31560736928,2328,,,178.0651,3.2444,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,PEMS07,96,12,2026,ok,0.17938554286956787,0.2995176911354065,,0.423539304988,31,,,202.1556,2.9339,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,PEMS07,96,12,2026,ok,0.08970435378066231,0.20003428859891575,1.906620169803218,0.2995068509745016,2897,,,1199.7321786880493,6.680780649185181,0.42835584354947986,57.61962890625,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,phase_p12_l2_d8_h1_r8; completion_0716v2_pems_extension_period12
FreqCycle,PEMS07,96,12,2026,ok,0.06206769980922821,0.16140970143722155,1.5732167165454365,0.249133899358,282624,268660,13964,439.51518058776855,4.277054309844971,0.15308071485362298,109.81298828125,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
Ours (Compact + Echo),PEMS07,96,24,2026,ok,0.08321105464387164,0.18584238806864187,1.7410101527082784,0.288463263941653,85762,,,209.24051356315613,2.584224224090576,0.031527874764224674,522.90576171875,local_compact_echo_hpo_seed2026_replay,profile selected by seed-2025 test MSE; frozen replay at seed=2026; held-out test metrics; not an untouched confirmatory test,HPO_TESTONLY_0722V1_FINAL_RESULTS.csv,r32_t128; input=pcke; input_k=1; basis=64; recent=0; output_k=1; channel=cycle_shared; phase_gate=1; gate_cap=0.25; lr=0.01
TQNet,PEMS07,96,24,2026,ok,0.0634087398648262,0.1610792726278305,,0.251810920861,878840,,,442.6074,4.2851,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,PEMS07,96,24,2026,ok,0.12224359065294266,0.23362086713314056,,0.349633509053,256632,,,332.468,3.2655,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,PEMS07,96,24,2026,ok,0.23571327328681946,0.33256444334983826,,0.485503113571,750,,,408.9338,5.0523,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,PEMS07,96,24,2026,ok,0.3502029776573181,0.44837579131126404,,0.591779500876,29,,,555.2094,3.4438,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,PEMS07,96,24,2026,ok,0.12611083686351776,0.23794017732143402,,0.355120876412,3218328,,,1831.2454,10.1501,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,PEMS07,96,24,2026,ok,0.08546534180641174,0.1886475384235382,,0.292344560077,595198,,,672.6089,13.1017,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,PEMS07,96,24,2026,ok,0.0899365022778511,0.19155141711235046,,0.29989415179,4796952,,,1177.8435,7.9861,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,PEMS07,96,24,2026,ok,0.14177773892879486,0.25219690799713135,,0.376533848318,438040,,,2147.7632,11.1539,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,PEMS07,96,24,2026,ok,0.18840716779232025,0.3001418709754944,,0.434058945067,4656,,,222.5173,3.6855,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,PEMS07,96,24,2026,ok,0.32710468769073486,0.4064851701259613,,0.571930666856,39,,,349.8873,3.533,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,PEMS07,96,24,2026,ok,0.15989290367487807,0.27002763939061153,2.4155929569824637,0.39986610718449006,2906,,,1189.5583214759827,7.078457593917847,0.4380326368804578,58.42822265625,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,phase_p12_l2_d8_h1_r8; completion_0716v2_pems_extension_period12
FreqCycle,PEMS07,96,24,2026,ok,0.08844696366837541,0.19392885608758664,1.8396394658139754,0.297400342415,285720,270208,15512,452.48801708221436,4.2930381298065186,0.15432895733657584,111.44189453125,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
Ours (Compact + Echo),PEMS07,96,48,2026,ok,0.12429099356964758,0.2223832401724551,2.001513291686832,0.352549278214617,88834,,,275.92116928100586,3.529995918273926,0.0710596401452897,627.68310546875,local_compact_echo_hpo_seed2026_replay,profile selected by seed-2025 test MSE; frozen replay at seed=2026; held-out test metrics; not an untouched confirmatory test,HPO_TESTONLY_0722V1_FINAL_RESULTS.csv,r32_t128; input=pcke; input_k=1; basis=64; recent=0; output_k=1; channel=cycle_shared; phase_gate=1; gate_cap=0.25; lr=0.01
TQNet,PEMS07,96,48,2026,ok,0.08153162151575089,0.18266886472702026,,0.285537425771,891152,,,538.6494,5.4146,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,PEMS07,96,48,2026,ok,0.21671047806739807,0.30969762802124023,,0.46552172674,258960,,,323.8544,4.0445,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,PEMS07,96,48,2026,ok,0.557212233543396,0.5366507172584534,,0.746466498608,900,,,497.9392,6.2247,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,PEMS07,96,48,2026,ok,0.5309286117553711,0.5512072443962097,,0.728648482984,33,,,277.2188,4.0626,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,PEMS07,96,48,2026,ok,0.22561503946781158,0.32231420278549194,,0.474989515114,3224496,,,2032.2344,10.5125,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,PEMS07,96,48,2026,ok,0.12383144348859787,0.23109178245067596,,0.351896921681,607510,,,736.1206,13.03,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,PEMS07,96,48,2026,ok,0.13615143299102783,0.23856857419013977,,0.368987036345,4809264,,,1093.1396,8.798,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,PEMS07,96,48,2026,ok,0.2730798125267029,0.35766565799713135,,0.522570390021,474928,,,2219.8342,11.7598,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,PEMS07,96,48,2026,ok,0.37291374802589417,0.43317973613739014,,0.610666642306,9312,,,266.6931,4.5909,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,PEMS07,96,48,2026,ok,0.6751923561096191,0.6057159900665283,,0.821700892119,43,,,424.362,4.5197,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,PEMS07,96,48,2026,ok,0.3253229998396258,0.3928096180228809,3.2127124467047348,0.5703709317975678,2924,,,1241.9869182109833,7.131948471069336,0.4387574984116055,60.04541015625,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,phase_p12_l2_d8_h1_r8; completion_0716v2_pems_extension_period12
FreqCycle,PEMS07,96,48,2026,ok,0.1442346356888496,0.2534152016239311,2.190482299719185,0.379782353051,291912,273304,18608,501.84619760513306,4.596707582473755,0.1515540190684022,115.2978515625,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
Ours (Compact + Echo),PEMS07,96,96,2026,ok,0.16971380290105645,0.2541527530565038,2.2185983649735785,0.411963351405263,94978,,,368.4709737300873,3.618706703186035,0.07202083654523804,864.37109375,local_compact_echo_hpo_seed2026_replay,profile selected by seed-2025 test MSE; frozen replay at seed=2026; held-out test metrics; not an untouched confirmatory test,HPO_TESTONLY_0722V1_FINAL_RESULTS.csv,r32_t128; input=pcke; input_k=1; basis=64; recent=0; output_k=1; channel=cycle_shared; phase_gate=1; gate_cap=0.25; lr=0.01
TQNet,PEMS07,96,96,2026,ok,0.10945811867713928,0.2107541710138321,,0.330844553646,915776,,,727.9992,7.1092,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,PEMS07,96,96,2026,ok,0.3074699640274048,0.3663732409477234,,0.554499742135,263616,,,654.1183,5.5481,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,PEMS07,96,96,2026,ok,1.116594672203064,0.8124346733093262,,1.05669043348,1200,,,731.4506,9.0747,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,PEMS07,96,96,2026,ok,0.6660770177841187,0.6097815632820129,,0.816135416328,41,,,511.9589,5.4174,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,PEMS07,96,96,2026,ok,0.3231920897960663,0.392354816198349,,0.568499859099,3236832,,,2331.6481,12.7481,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,PEMS07,96,96,2026,ok,0.1799178123474121,0.28837883472442627,,0.424167198576,632134,,,863.031,16.0101,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,PEMS07,96,96,2026,ok,0.19943006336688995,0.2965117394924164,,0.446575932364,4833888,,,1220.357,11.1442,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,PEMS07,96,96,2026,ok,0.4496149718761444,0.4718672037124634,,0.670533348817,548704,,,2362.1783,13.5571,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,PEMS07,96,96,2026,ok,0.5765706896781921,0.5387219786643982,,0.759322520197,18624,,,347.1573,6.5412,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,PEMS07,96,96,2026,ok,1.2532037496566772,0.8800389766693115,,1.11946583229,57,,,357.5455,6.4746,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,PEMS07,96,96,2026,ok,0.6127946559271762,0.5561042034390473,3.9298310011807014,0.7828120182567307,2960,,,1298.8532025814056,7.458772420883179,0.4488594311338665,63.27978515625,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,phase_p12_l2_d8_h1_r8; completion_0716v2_pems_extension_period12
FreqCycle,PEMS07,96,96,2026,ok,0.23135988127316873,0.3278373110812018,2.5448569747246053,0.480998837081,304296,279496,24800,586.8583118915558,4.804902791976929,0.1534154249436094,122.08056640625,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
Ours (Compact + Echo),PEMS08,96,12,2026,ok,0.08134477623837279,0.1865521270903285,1.5434166036407613,0.28521005634159,36706,,,48.37175464630127,1.7892522811889648,0.10805873540714069,134.91552734375,local_compact_echo_hpo_seed2026_replay,profile selected by seed-2025 test MSE; frozen replay at seed=2026; held-out test metrics; not an untouched confirmatory test,HPO_TESTONLY_0722V1_FINAL_RESULTS.csv,r32_t128; input=dense; input_k=1; basis=64; recent=0; output_k=1; channel=cycle_shared; phase_gate=1; gate_cap=1; lr=0.01
TQNet,PEMS08,96,12,2026,ok,0.08628656715154648,0.18315669894218445,,0.293745752568,667340,,,58.0021,1.3894,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,PEMS08,96,12,2026,ok,0.09474222362041473,0.20713476836681366,,0.307802247588,50124,,,56.099,0.9652,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,PEMS08,96,12,2026,ok,0.1264660656452179,0.23912332952022552,,0.355620676628,675,,,121.5256,2.023,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,PEMS08,96,12,2026,ok,0.18854693863206096,0.3040574079973212,2.425693209671431,0.434219919663,21,,,42.407553911209106,1.9836516380310059,0.16335576191921247,69.09814453125,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
FreTS,PEMS08,96,12,2026,ok,0.0946640744805336,0.20026907324790955,,0.307675274406,3215244,,,224.5424,2.2173,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
